번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",kapt도로명주소,주소(시도)k-apt주소split,주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-전화번호,k-팩스번호,단지소개기존clob,단지첨부파일,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,LNNO_ADRES,SCHUL_ADRES,TOTL_NWSTD_CNT,SCHUL_DIST,SCHUL_CROSS,초품아
1200,A13185508,브라운스톤태릉,아파트,서울특별시 중랑구 공릉로18길 59,서울,중랑구,묵동,,공릉로18길,59,0232964492,0232964493,1294.0,,분양,위탁관리,계단식,개별난방,6.0,587,이수건설(주),이수건설(주),2004-03-11 00:00:00.0,85686.0,48505.0,59748.0,110.0,369.0,108.0,,,,2026-02-09 04:29:52.0,907-00-28654-1,직영,종합계약,위탁,4517.49,678.0,의무,2004-03-11 00:00:00.0,Y,N,127.0824499,37.6189128,2013-03-07 09:46:57.0,서울특별시 중랑구 묵동 387,서울특별시 중랑구 묵동 11,107.0,,,N
1201,A13785008,래미안방배아트힐,아파트,서울특별시 서초구 남부순환로 2311-12,서울,서초구,방배동,래미안방배아트힐,남부순환로,2311-12,025874181,025829792,143.0,,분양,위탁관리,계단식,개별난방,10.0,588,삼성물산,삼성건설,2004-12-14 00:00:00.0,129125.0,78696.0,93182.0,0.0,0.0,457.0,,,,2026-02-09 06:03:48.0,90700344751,위탁,종합계약,위탁,0.0,1245.0,의무,2015-10-26 14:15:13.0,Y,N,127.0051216,37.4776829,2013-03-07 09:46:58.0,서울특별시 서초구 방배동 1008-2,서울특별시 서초구 서초동 1466-5,112.0,,,N
1202,A15088918,여의도한양,아파트,서울특별시 영등포구 국제금융로 79,서울,영등포구,여의도동,42번지,국제금융로,79,0266724630,027824788,,FILE_000000000202192,분양,자치관리,혼합식,지역난방,8.0,588,한양,한양,1975-11-05 00:00:00.0,88763.0,84547.0,84491.0,0.0,0.0,228.0,,,,2026-02-09 05:44:33.0,11680004230,위탁,종합계약,직영,7046.33,621.0,의무,2016-10-27 09:51:51.0,Y,N,126.9325081,37.521488,2013-03-07 09:46:58.0,서울특별시 영등포구 여의도동 42,서울특별시 영등포구 여의도동 40-3,133.0,,,N
1203,A13786606,서초더샵,주상복합,서울특별시 서초구 서초중앙로2길 10,서울,서초구,서초동,더샵서초,서초중앙로2길,10,025230877,025235509,,,분양,위탁관리,계단식,지역난방,3.0,329,포스코 건설,(주) 나우타 건설,2006-01-19 00:00:00.0,58681.0,36102.0,46593.0,104.0,0.0,30.0,,,,2026-02-09 06:10:49.0,907-00-34458-1,위탁,종합계약,위탁,0.0,567.0,의무,2016-01-06 17:00:41.0,Y,N,127.0183949,37.4841221,2013-03-07 09:46:58.0,서울특별시 서초구 서초동,,,,,N
1204,A13788203,유원서초아파트,아파트,서울특별시 서초구 서초중앙로24길 43,서울,서초구,서초동,1687번지,서초중앙로24길,43,025958595,025920824,,,분양,자치관리,계단식,지역난방,4.0,590,유원건설,한전직장조합 외 13개 조합,1993-11-25 00:00:00.0,71335.0,50051.0,70215.0,0.0,590.0,0.0,,,,2026-02-09 06:11:17.0,214-80-00727-0,직영,,위탁,0.0,0.0,의무,2013-06-20 10:33:57.0,Y,N,127.0187163,37.4964194,2013-03-07 09:46:58.0,서울특별시 서초구 서초동 1687,서울특별시 서초구 서초동 1310-6,118.0,,,N
1205,A15807210,신정동아이파크,아파트,서울특별시 양천구 목동동로 180,서울,양천구,신정동,1296번지,목동동로,180,0226513890,0226513891,,,분양,위탁관리,혼합식,지역난방,7.0,590,현대산업개발,신세계아파트재건축조합/현대산업개발,2002-07-30 00:00:00.0,99985.0,54657.0,68680.0,95.0,262.0,233.0,,cafe.daum.net/sjipark,,2026-02-09 05:14:37.0,907-00-08138-1,위탁,단일계약,위탁,0.0,845.0,의무,2013-06-23 00:00:00.0,Y,N,126.8721471,37.5215628,2013-03-07 09:46:58.0,서울특별시 양천구 신정동 1296 신정동,,,,,N
1206,A15288004,구로현대,아파트,서울특별시 구로구 디지털로 319,서울,구로구,구로동,현대아파트,디지털로,319,028689836,028590500,280.0,,분양,위탁관리,복도식,개별난방,5.0,591,현대산업개발,구로3구역재개발조합,1992-05-18 00:00:00.0,54530.0,38961.0,53464.0,264.0,327.0,0.0,,구로현대.apti.co.kr,,2026-02-09 05:35:31.0,907-00-32087-1,위탁,단일계약,위탁,0.0,359.0,의무,2015-10-15 10:40:24.0,Y,N,126.8959791,37.488491,2013-03-07 09:46:58.0,서울특별시 구로구 구로동 1256,서울특별시 구로구 구로동 165-1,75.0,,,N
1207,A15101101,신림동부,아파트,서울특별시 관악구 신원로 26,서울,관악구,신림동,신림동부아파트,신원로,26,028576463,028695240,4.0,,기타,위탁관리,혼합식,개별난방,4.0,592,동부건설(주),신림5재개발조합,1993-07-19 00:00:00.0,50828.0,34845.0,48383.0,245.0,321.0,26.0,,,,2026-02-09 06:00:30.0,90700082661,위탁,단일계약,위탁,3665.83,401.0,의무,2015-12-22 10:56:31.0,Y,N,126.9292661,37.480463,2013-03-07 09:46:58.0,서울특별시 관악구 신림동 1695,서울특별시 관악구 신림동 418-20,52.0,,,N
1208,A15081606,대림신동아,아파트,서울특별시 영등포구 가마산로 312,서울,영등포구,대림동,5동앞 관리사무소,가마산로,312,028323430,0262653430,,,분양,위탁관리,복도식,개별난방,4.0,591,신동아건설,신동아,1987-01-17 00:00:00.0,58341.0,40209.0,56452.0,155.0,436.0,0.0,,,,2026-02-09 05:51:25.0,91001361001,위탁,단일계약,위탁,0.0,289.0,의무,2017-06-02 14:58:49.0,Y,N,126.8946389,37.4968598,2013-03-07 09:46:59.0,서울특별시 영등포구 대림동 777-1,서울특별시 영등포구 대림동 781,55.0,,,N
1209,A13488104,길동GS강동자이,아파트,서울특별시 강동구 천호대로 1239,서울,강동구,길동,474번지,천호대로,1239,024770093,024770095,,,분양,위탁관리,계단식,개별난방,12.0,596,GS건설주식회사,성우아파트재건축조합,2003-11-12 00:00:00.0,116210.0,65599.0,80460.0,0.0,272.0,249.0,,강동GS자이.apti.co.kr,,2026-02-09 06:34:01.0,90700313281,위탁,종합계약,위탁,5573.63,977.0,의무,2013-06-23 14:35:48.0,Y,N,127.1498347,37.5380276,2013-03-07 09:46:59.0,서울특별시 강동구 길동 474,서울특별시 강동구 길동 362,56.0,,,N
1210,A15285804,구로중앙하이츠아파트,아파트,서울특별시 구로구 구로동로47길 24,서울,구로구,구로동,,구로동로47길,24,028546751,028546752,,,분양,위탁관리,계단식,개별난방,5.0,597,중앙건설,중앙건설,2001-09-20 00:00:00.0,76848.0,45109.0,61418.0,144.0,453.0,0.0,,gurojh.aptstory.com,,2026-02-09 05:35:07.0,907-00-06746-1,위탁,단일계약,위탁,3565.25,617.0,의무,2013-06-14 13:38:52.0,Y,N,126.8805548,37.4988595,2013-03-07 09:46:59.0,서울특별시 구로구 구로동 1269,서울특별시 구로구 구로동 443,50.0,,,N
1211,A13811204,거여3단지,아파트,서울특별시 송파구 양산로2길 44,서울,송파구,거여동,양산로2길 44번지,양산로2길,44,024006950,024488698,4.0,,임대,위탁관리,복도식,지역난방,5.0,598,자유건설,sh공사,2000-10-09 00:00:00.0,52376.0,28027.0,37395.0,598.0,0.0,0.0,,,,2026-02-09 06:29:49.0,21580042210,위탁,단일계약,위탁,16950.0,430.0,임대,2013-05-15 16:05:24.0,Y,N,127.1476125,37.4902013,2013-03-07 09:46:59.0,서울특별시 송파구 거여동 292,서울특별시 송파구 거여동 296-1,86.0,,,N
1212,A13922909,중계주공6단지,아파트,서울특별시 노원구 한글비석로8길 41,서울,노원구,중계동,,한글비석로8길,41,029301303,029311303,5.0,,분양,위탁관리,복도식,중앙난방,4.0,600,대한주택공사,대한주택공사,1993-03-31 00:00:00.0,36247.0,26460.0,36246.0,600.0,0.0,0.0,,,,2026-02-09 04:54:41.0,9907212553501205,직영,단일계약,위탁,362466.0,235.0,의무,2013-05-27 13:47:26.0,Y,N,127.0783625,37.6486487,2013-03-07 09:46:59.0,서울특별시 노원구 중계동 364-12,서울특별시 노원구 중계동 366-2,74.0,,,N
1213,A13003405,답십리동답한신,아파트,서울특별시 동대문구 답십리로 210-30,서울,동대문구,답십리동,한신아파트,답십리로,210-30,0222460525,0222463819,,,분양,위탁관리,혼합식,개별난방,4.0,600,(주)한신공영,(주)한신공영,1992-01-03 00:00:00.0,45742.0,32682.0,43286.0,460.0,84.0,56.0,,,,2026-02-09 04:23:46.0,907-00-29138-1,직영,종합계약,위탁,0.0,204.0,의무,2018-06-21 16:54:30.0,Y,N,127.0625854,37.5708179,2013-03-07 09:46:59.0,서울특별시 동대문구 답십리동 42,서울특별시 동대문구 답십리동 2-24,74.0,,,N
1214,A13290003,창동동아,아파트,서울특별시 도봉구 노해로70길 12,서울,도봉구,창동,26번지,노해로70길,12,029041785,0262211785,,,분양,위탁관리,계단식,지역난방,6.0,600,공영토건주식회사,동아건설,1988-12-29 00:00:00.0,66498.0,55255.0,66498.0,0.0,0.0,600.0,,,,2026-02-09 04:45:04.0,2178203969,위탁,단일계약,위탁,0.0,450.0,의무,2013-05-29 15:58:38.0,Y,N,127.0503498,37.6512705,2013-03-07 09:46:59.0,서울특별시 도봉구 창동 26,서울특별시 도봉구 창동 29,42.0,,,N
1215,A15003701,영등포경남아너스빌,아파트,서울특별시 영등포구 양산로 177,서울,영등포구,영등포동7가,서울시 영등포구 영등포동7가 46-1,양산로,177,0226334779,0226779149,,,분양,자치관리,혼합식,개별난방,8.0,600,경남건설,경남건설,1998-11-30 00:00:00.0,84197.0,49162.0,64510.0,248.0,204.0,148.0,,,,2026-02-09 05:43:22.0,609-82-75279-0,위탁,단일계약,위탁,0.0,706.0,의무,2016-05-10 14:57:12.0,Y,N,126.9027167,37.5239709,2013-03-07 09:46:59.0,서울특별시 영등포구 영등포동7가 46-1,서울특별시 영등포구 영등포동7가 53,65.0,,,N
1216,A15208003,고척삼환로즈빌,아파트,서울특별시 구로구 경인로 343,서울,구로구,고척동,336,경인로,343,0220669548,0220669549,,,분양,위탁관리,계단식,개별난방,7.0,600,삼환기업,장미아파트조합,2004-12-10 00:00:00.0,86050.0,48696.0,61718.0,124.0,430.0,46.0,,,,2026-02-09 05:35:46.0,90700297151,위탁,단일계약,위탁,0.0,671.0,의무,2013-06-14 13:38:47.0,Y,N,126.8574842,37.4980376,2013-03-07 09:46:59.0,서울특별시 구로구 고척동 336,서울특별시 구로구 고척동 129-3,104.0,,,N
1217,A13082703,이문현대,아파트,서울특별시 동대문구 한천로58길 107,서울,동대문구,이문동,54번지,한천로58길,107,0232950473,0232950474,,FILE_000000000198607,분양,위탁관리,혼합식,개별난방,4.0,601,이문1구역재개발조합,현대산업개발,2000-05-03 00:00:00.0,78058.0,49167.0,64737.0,250.0,201.0,150.0,,이문동현대.apti.co.kr/,,2026-02-09 04:26:35.0,907-00-27942-1,위탁,단일계약,위탁,0.0,622.0,의무,2018-04-30 14:01:11.0,Y,N,127.070234,37.6013336,2013-03-07 09:46:59.0,서울특별시 동대문구 이문동 54,서울특별시 성북구 석관동 27-3,43.0,,,N
1218,A13114002,묵동아이파크,아파트,서울특별시 중랑구 동일로157길 70,서울,중랑구,묵동,,동일로157길,70,0264676500,0264676501,,,분양,위탁관리,계단식,개별난방,8.0,601,현대산업개발,현대산업개발,2002-06-21 00:00:00.0,92218.0,54726.0,74241.0,0.0,468.0,133.0,,,,2026-02-09 04:29:25.0,907-00-00385-1,위탁,종합계약,위탁,4532.2,785.0,의무,2018-04-26 17:13:40.0,Y,N,127.0737502,37.6105575,2013-03-07 09:47:00.0,서울특별시 중랑구 묵동 385,서울특별시 중랑구 묵동 242-55,72.0,,,N
1219,A13981405,청암2단지,아파트,서울특별시 노원구 덕릉로94가길 20,서울,노원구,상계동,,덕릉로94가길,20,029514812,029514837,,,분양,위탁관리,복도식,개별난방,7.0,602,대림산업(주),도시개발공사,2001-06-07 00:00:00.0,60598.0,32481.0,43085.0,602.0,0.0,0.0,,v2admin.aptner.com,,2026-02-09 04:52:13.0,90700087521,직영,단일계약,위탁,4225.96,459.0,의무,2018-09-07 14:16:01.0,Y,N,127.0790041,37.6632392,2013-03-07 09:47:00.0,서울특별시 노원구 상계동 1276,서울특별시 노원구 상계동 1274,70.0,,,N
1220,A13285406,방학삼성래미안1단지,아파트,서울특별시 도봉구 마들로 646,서울,도봉구,방학동,마들로 646 [720-18번지],마들로,646,0234914869,0234914870,136.0,,분양,위탁관리,계단식,개별난방,11.0,603,삼성물산,삼성물산,2002-10-19 00:00:00.0,120729.0,67789.0,92995.0,0.0,173.0,430.0,,,,2026-02-09 04:43:45.0,910-01-39258-1,위탁,단일계약,위탁,5097.11,1024.0,의무,2018-10-15 16:45:32.0,Y,N,127.0472435,37.6670964,2013-03-07 09:47:00.0,서울특별시 도봉구 방학동 720-18,서울특별시 도봉구 방학동 722-9,68.0,,,N
1221,A13312302,성수롯데캐슬,아파트,서울특별시 성동구 성수일로8길 47,서울,성동구,성수동2가,성수롯데캐슬파크,성수일로8길,47,024641413,024641443,4.0,,분양,위탁관리,계단식,개별난방,7.0,604,롯데건설(주),"성수2차재건축조함,롯데건설(주)",2003-09-30 00:00:00.0,105875.0,57821.0,72140.0,32.0,191.0,381.0,,,,2026-02-09 04:17:35.0,907-00-6745-1,위탁,단일계약,위탁,4879.24,884.0,의무,2017-08-10 11:18:48.0,Y,N,127.0559785,37.5460554,2013-03-07 09:47:00.0,서울특별시 성동구 성수동2가 835 성수동,,,,,N
1222,A13811205,거여5단지,아파트,서울특별시 송파구 양산로4길 16,서울,송파구,거여동,294,양산로4길,16,024005760,024005761,,,분양,위탁관리,혼합식,지역난방,6.0,605,라이프주택,도시개발공사,1997-07-03 00:00:00.0,61834.0,38307.0,60966.0,516.0,89.0,0.0,,,,2026-02-09 06:29:51.0,91000456351,위탁,,위탁,0.0,443.0,의무,2019-04-08 13:31:41.0,Y,N,127.1453223,37.4888973,2013-03-07 09:47:00.0,서울특별시 송파구 거여동 294,서울특별시 송파구 거여동 296-1,86.0,,,N
1223,A13204302,창동신창,아파트,서울특별시 도봉구 덕릉로62길 13,서울,도봉구,창동,810번지,덕릉로62길,13,029921642,029924367,,,분양,위탁관리,복도식,중앙난방,5.0,609,sh공사,sh공사,1998-07-07 00:00:00.0,51777.0,31752.0,51003.0,609.0,0.0,0.0,,,,2026-02-09 04:44:25.0,90700237941,위탁,단일계약,위탁,0.0,321.0,의무,2014-12-23 16:22:13.0,Y,N,127.0416809,37.6410718,2013-03-07 09:47:00.0,서울특별시 도봉구 창동 810,서울특별시 도봉구 창동 468-1,19.0,,,N
1224,A15602007,대방1차e편한세상,아파트,서울특별시 동작구 알마타길 37,서울,동작구,대방동,,알마타길,37,028134262,028134263,5.0,,분양,위탁관리,계단식,개별난방,7.0,609,대림산업,대림산업,2003-06-28 00:00:00.0,85253.0,51351.0,64450.0,0.0,609.0,0.0,,,,2026-02-09 05:56:41.0,,위탁,종합계약,위탁,4789.95,702.0,의무,2013-06-17 19:05:23.0,Y,N,126.9292275,37.5119652,2013-03-07 09:47:00.0,서울특별시 동작구 대방동 508,서울특별시 동작구 대방동 351-6,90.0,,,N
1225,A13086703,청량리한신1차,아파트,서울특별시 동대문구 제기로 129,서울,동대문구,청량리동,59번지,제기로,129,0232951762,0232951530,,,임대,위탁관리,복도식,개별난방,2.0,610,(주)한신공영,청량리4구역주택재개발사업조합,1997-12-16 00:00:00.0,34828.0,20093.0,20093.0,610.0,0.0,0.0,,happy.i-sh.co.kr/main.do?deptid=70113,,2026-02-09 04:24:58.0,90700332131,위탁,단일계약,위탁,0.0,0.0,임대,2018-07-04 09:18:34.0,Y,N,127.047631,37.587325,2013-03-07 09:47:00.0,서울특별시 동대문구 청량리동 59,,,,,N
1226,A12084504,홍은현대,아파트,서울특별시 서대문구 연희로 377,서울,서대문구,홍은동,202-5,연희로,377,0232161278,0232177912,,,분양,위탁관리,계단식,개별난방,6.0,610,현대산업개발(주),외환은행직장주택조합외 13개조합,1988-07-29 00:00:00.0,57861.0,45784.0,57861.0,166.0,444.0,0.0,,,,2026-02-09 05:06:11.0,91000530671,위탁,종합계약,위탁,0.0,2.0,의무,2013-06-23 15:30:18.0,Y,N,126.938788,37.5905613,2013-03-07 09:47:00.0,서울특별시 서대문구 홍은동 202-5,서울특별시 서대문구 홍은동 48-112,102.0,,,N
1227,A13614001,꿈의숲대명루첸,아파트,서울특별시 성북구 월계로36길 27,서울,성북구,장위동,꿈의숲대명루첸아파트,월계로36길,27,029420202,029420280,,,분양,위탁관리,계단식,개별난방,9.0,611,대명종합건설,대명수안,2008-12-26 00:00:00.0,67924.0,52852.0,67924.0,124.0,348.0,139.0,,www.dreamluceen.com,,2026-02-09 04:38:39.0,908-01-22373-1,위탁,단일계약,위탁,0.0,805.0,의무,2015-11-23 13:43:39.0,Y,N,127.0477116,37.6201173,2013-03-07 09:47:00.0,서울특별시 성북구 장위동 317,서울특별시 성북구 장위동 316,86.0,,,N
1228,A13785604,서초진흥,아파트,서울특별시 서초구 서초대로 385,서울,서초구,서초동,1315,서초대로,385,0234812504,0234829377,,,분양,자치관리,혼합식,지역난방,7.0,615,진흥기업,진흥,1979-08-22 00:00:00.0,84451.0,74761.0,80579.0,0.0,0.0,495.0,,,,2026-02-09 06:10:38.0,21480000520,직영,단일계약,위탁,6175.7,480.0,의무,2016-04-11 12:40:55.0,Y,N,127.0226759,37.4973943,2013-03-07 09:47:00.0,서울특별시 서초구 서초동 1315,서울특별시 서초구 서초동 1310-6,118.0,,,N
1229,A12013202,북가좌삼호,아파트,서울특별시 서대문구 거북골로 154,서울,서대문구,북가좌동,449,거북골로,154,023727080,023757080,,,분양,위탁관리,계단식,지역난방,4.0,616,삼호건설,삼호건설,1996-02-16 00:00:00.0,81997.0,56970.0,70627.0,0.0,420.0,196.0,,북가좌삼호.apti.co.kr,,2026-02-09 05:06:29.0,90700068961,위탁,종합계약,위탁,0.0,668.0,의무,2013-06-23 15:30:26.0,Y,N,126.9131574,37.5765711,2013-03-07 09:47:00.0,서울특별시 서대문구 북가좌동 449,서울특별시 서대문구 북가좌동 376-17,98.0,,,N
1230,A12180506,공덕삼성래미안3차,아파트,서울특별시 마포구 마포대로7길 22,서울,마포구,공덕동,래미안공덕3차아파트,마포대로7길,22,027048270,027048076,,,분양,위탁관리,계단식,개별난방,10.0,616,삼성물산,삼성물산,2004-08-30 00:00:00.0,91330.0,48680.0,48680.0,281.0,223.0,112.0,,,,2026-02-09 05:08:31.0,907-00-32659-1,위탁,단일계약,위탁,4246.0,677.0,의무,2017-12-14 09:21:28.0,Y,N,126.9524601,37.5480555,2013-03-07 09:47:00.0,서울특별시 마포구 공덕동 457 래미안,,,,,N
1231,A15384603,남서울건영2차,아파트,서울특별시 금천구 독산로10길 96,서울,금천구,시흥동,384-12,독산로10길,96,028058893,028053843,,,분양,위탁관리,혼합식,개별난방,3.0,619,건영,건영,1989-10-21 00:00:00.0,48917.0,34461.0,47425.0,237.0,382.0,0.0,,,,2026-02-09 05:42:35.0,11980001170,위탁,단일계약,위탁,3843.68,202.0,의무,2018-11-28 15:05:29.0,Y,N,126.9107055,37.449377,2013-03-07 09:47:00.0,서울특별시 금천구 시흥동 384-12,서울특별시 금천구 시흥동 230,61.0,,,N
1232,A13681304,돈암현대,아파트,서울특별시 성북구 정릉로 404,서울,성북구,돈암동,현대아파트,정릉로,404,029277858,029277859,,,분양,위탁관리,혼합식,개별난방,6.0,619,현대산업개발,주택개량재개발조함,1991-06-13 00:00:00.0,536020.0,39755.0,53602.0,284.0,335.0,0.0,,,,2026-02-09 04:32:56.0,20980000640,위탁+직영,단일계약,위탁,0.0,375.0,의무,2015-10-12 14:31:48.0,Y,N,127.0285886,37.6041274,2013-03-07 09:47:01.0,서울특별시 성북구 돈암동 1,서울특별시 성북구 돈암동 2-8,74.0,,,N
1233,A13527016,도곡개포한신아파트,아파트,서울특별시 강남구 언주로 123,서울,강남구,도곡동,464번지,언주로,123,025724369,025724379,4.0,,분양,위탁관리,혼합식,지역난방,8.0,620,한신공영(주),한신공영,1985-12-14 00:00:00.0,62151.0,40563.0,55240.0,404.0,216.0,0.0,,개포한신.apti.co.kr,,2026-02-09 06:22:08.0,220-82-60710-0,위탁,단일계약,위탁,6562.33,456.0,의무,2015-06-08 17:07:51.0,Y,N,127.0489053,37.4868952,2013-03-07 09:47:01.0,서울특별시 강남구 도곡동 464,서울특별시 강남구 개포동 655,70.0,,,N
1234,A15210211,오류금강수목원,아파트,서울특별시 구로구 오리로 1197,서울,구로구,오류동,,오리로,1197,0226891956,0226891957,,FILE_000000000006520,분양,위탁관리,계단식,개별난방,22.0,620,금강주택,금강주택,2003-09-13 00:00:00.0,59777.0,44712.0,58116.0,0.0,620.0,0.0,,없음,,2026-02-09 05:38:32.0,90800518591,위탁,종합계약,위탁,14988.0,630.0,의무,2013-06-23 11:26:14.0,Y,N,126.8323205,37.4882645,2013-03-07 09:47:01.0,서울특별시 구로구 오류동 343,서울특별시 구로구 오류동 108-28,65.0,,,N
